name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns
ra_verify,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,907,28472,0.000184,13,2190,952,5320,1393.842471
on_JOIN_response,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,443,25125103,0.162341,2,12562551,11762240,13362863,1131811.377423
on_JOIN,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,564,910705,0.005884,1,910705,910705,910705,0.000000
gkexchg_success,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,1251,41116,0.000266,1,41116,41116,41116,0.000000
JOIN_response,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,262,3596,0.000023,1,3596,3596,3596,0.000000
gka and attest,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,864,481116616,3.108646,1,481116616,481116616,481116616,0.000000
gka,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,867,73690000,0.476134,1,73690000,73690000,73690000,0.000000
ra_attest,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,941,445513711,2.878604,1,445513711,445513711,445513711,0.000000
round1,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,665,1349939,0.008722,1,1349939,1349939,1349939,0.000000
computeKey_passive,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,791,1994191,0.012885,1,1994191,1994191,1994191,0.000000
ra_static,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,1096,4201282691,27.145808,1,4201282691,4201282691,4201282691,0.000000
round2,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,704,1237831,0.007998,1,1237831,1237831,1237831,0.000000
LCMsec Startup,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,225,1157137232,7.476627,1,1157137232,1157137232,1157137232,0.000000
JOIN,/home/moritz/Documents/Studium/Praktikum/sketches/lcm_proof_of_concept/lcm/lcm/lcmsec/gkexchg.cpp,234,277474,0.001793,1,277474,277474,277474,0.000000
